,text,class
522,"Colorado Hoops Tracker Site featuring news, player rankings, team profiles, and a message forum for discussion of Colorado prep hoops. ",Basketball
9205,"Nutfield Football Club News, tours, teams, archives, and links. ",Soccer
10663,Warner University Women's Tennis Royals - official site. ,Tennis
9646,"Kentucky Softball Coaches Association Information for high school coaches including newsletters, state rankings, top players, coaches comments, team records, and tournament information. ",Softball
2467,"Cycle King Chain of 24 bike shops across Southern England, selling Professional and Ammaco bikes and accessories. ",Cycling
8029,"Alpha Centurion Runners Events, news, contact details and information about the Wally Hayward Marathon. ",Running
12122,"Menzieshill A family club who compete in both swimming and water polo disciplines regularly. Based in Dundee, Scotland. ",Water
10540,Sania Mirza Indian Tennis Star Offers news and pictures. ,Tennis
12158,"Ouachita Baptist Women's Swimming and Diving Official with news, roster, records, schedule, and results. ",Water
11849,"Stanford University News, schedule, contacts and season outlook for this Palo Alto, California college. ",Volleyball
12446,Malibu Kitesurfing Describes rates and topics regarding safety oriented kitesurfing and snow kiteboarding instruction for novices and beginners in Los Angeles and Ventura Counties of Southern California. ,Water
1066,"Sunday Odd Couples Adult mixed handicap bowling league, located at Camelot Lanes in Portage, Indiana. League information and statistics, bowling tips and links. ",Bowling
6520,"John Bishop's Kajukenbo Features style description, articles, interviews, history, and information for classes in Diamond Bar, California. ",Martial
3291,"Warwick University Fencing Club Costs, hours and location information, results and club contacts. ",Fencing
2739,"CR Arabians Includes sales list, photos, and profiles of horses. Located in Okotoks. ",Equestrian
8147,"Stanford Cross Country Cardinals. Team, news, schedule, statistics, history, results. ",Running
3888,"Association de Ultimate de Montreal Contains details about area leagues and pick-up games, teams, pictures, practice information, and upcoming tournaments. ",Flying
2197,"Bicycle Collecting and History Books Books on bicycle collecting, vintage bicycles and the history of bicycling. ",Cycling
5222,"Gym-Nest Gymnastics Contact, about us, programs, Long Island Classic information. Located on Long Island. ",Gymnastics
9763,"New Mexico ASA Information and news for teams, players and umpires. ",Softball
10113,"Ray, Shawn Official site includes photo gallery, training, nutrition and contest history. ",Strength
9445,UK A - Z Transfers: Queens Park Rangers A list of all the players for seasons 1946/47 to the present. The site is updated at the end of each season. ,Soccer
7416,"KartLink News, information and commentary about kart racing from journalist Mary-Ann Horley. ",Motorsports
4167,"Independence Bowl A college football bowl game played annually since 1976 in Shreveport, Louisiana. ",Football
13462,Live Audio Wrestling Weekly online wrestling radio show. ,Wrestling
150,"Emory University Baseball Eagles - official web site with schedule, roster, statistics and news. ",Baseball
6395,"University of New Hampshire Women's Lacrosse Wildcats. Pictures, roster, news items, archives, coaching staff and statistics. ",Lacrosse
11509,"Lynn University Fighting Knights. Contains player roster, news items, game schedule, scores, coaching staff, and records. ",Volleyball
7733,"Tower Paintball at London Bridge Indoor Paintball games at Tooley Street, two minutes' walk from London Bridge Station, central London. Includes varied game zones, corporate days, team building, stag and hen parties. Also has walk on days. ",Paintball
6247,"Rochester Lacrosse Rochester Area Lacrosse League - league news, game schedules, field directions, and tournaments. ",Lacrosse
7048,"Arizona Border Region SCCA Information on event registration, maps and race results. ",Motorsports
11966,"KC Power Volleyball Club Team rosters, standings and playing schedules. ",Volleyball
7336,"Likness Racing Grand Stock team at Orange County Speedway. Information on team, photos and race results. ",Motorsports
12906,"Nordic Ski Racer Ezine covering cross-country and roller skiing, XC training strategies and daily training log of masters skier Mike Muha. ",Winter
1410,English Bowling Association (EBA) Official site of the national governing body for men's outdoor lawn bowls in England. ,Bowling
9941,"Quincy University Softball The official site of the Hawks with team photo, schedule, roster, news and archived statistics. ",Softball
1025,"Suburbanite Bowl [Westmont]. Offers 32 lanes, cafe/eatery, sports bar/lounge and big screen satellite entertainment, professional billiards and Official PBA practice center ",Bowling
5635,"University of Rhode Island Men's Ice Hockey URI recreation services site of the Rams with roster, media guide, media articles, schedule and driving directions. ",Hockey
13023,"Total Wrestling Contains original articles and interviews, news, PPV results, forum, contests and other interactive features, and related information. ",Wrestling
214,"Baseball Almanac Historical research concerning the organization that includes a record book, rosters, uniform numbers and award winners. ",Baseball
12469,"van Oosterum, Cees Official site for this Dutch kitesurfer. Includes profile, diary, photos, and sponsor list. ",Water
8547,"Jayne Meyer Throckmorton - Figure Skating Instruction Home page for Jayne Throckmorton, USFSA Gold Medalist in Figures, Freestyle, and Dance, providing instruction in Roseville and Sacramento, California. ",Skating
10457,"Craig Productions Producers of the Emerald Cup Championships and Washington Ironman events, also the home of the official Northwest NPC Contest Schedule. ",Strength
13000,"Team Roehlig Wrestling Club News, calendar, practices, tournaments, locations, board, roster, images, and handouts. ",Wrestling
3696,"Santa Fe Savage 7 Los Alamos, New Mexico USA. Contact information, registration details, team pools and directions. ",Flying
4935,"Walton Heath Golf Club Renowned Surrey club. Its two courses have been host to many major tournaments including the 1981 Ryder Cup, five European Opens and the English Ladies Championship and the British Mid-Amateur Championship. ",Golf
13494,"Our Wrestling Federation (OWF) Westphalia, Missouri - Includes current wrestlers, current champions, and title history. ",Wrestling
6099,"Cornwall Minor Lacrosse Provides league schedule, coach list, registration details, history, equipment guidelines, rules, and related links for this Canadian league participating in the Ontario Lacrosse Association. ",Lacrosse
182,"Posdenick Fan Site View pictures, press, links, and a section about Milwaukee baseball. ",Baseball
10280,"World Natural Sports Sponsors drug-tested and televised bodybuilding competitions across the country. Includes policies, membership information, news and event schedule. ",Strength
3030,"Carnegie Mellon University (CMU) Fencing Club Includes an FAQ, pictures, upcoming events, and a history of the team. ",Fencing
5538,"Canadian Junior 'A' Hockey League Official site includes alumni, statistics, press releases, awards, and history. [Site available in English and French.] ",Hockey
13282,Old Dominion University Monarchs wrestling news and results. ,Wrestling
6869,"Physical Training Journal An online journal covering exercise, nutrition, fitness and injury for those engaged in the combative arts. ",Martial
10430,"Harris, Ron Includes biography, photo galleries and personal training services. ",Strength
12695,The Cyprus Ski Club Provides daily ski condition reports for the Troodos Mountains and Sun Valley lifts and prices for use of the club facilities. Offers temporary membership to foreign visitors. ,Winter
9146,"Salisbury City This Wikipedia entry includes club information, honours, history and records. ",Soccer
5722,"Brisbane Buccaneers Find teams, equipment list, game schedule, news, statistics, and statement from the club in Brisbane, Australia. ",Hockey
13459,"Echelonrana Official site includes biography, commentary, journal, and photos. ",Wrestling
8771,"The Gardens Ice House The largest skating facility in the Southeast US (Laurel, Maryland), offering training in all ice sports. Information on lessons, session times, cross-training, and equipment. ",Skating
6664,Bond Street Dojo Founded by Ken Nisson and Terry Dobson. An ASU affiliate in New York City. ,Martial
12163,"Capital Athletic Conference Men's Swimming Official site with news items, player highlights, season reviews and records. ",Water
8818,"Kingston Skating Club Skate Canada Member Club located in Kingston, Ontario offering Recreational, Test and Competitive Programs ",Skating
10025,Adrian Rollinson: British Strength Athlete Dedicated to the Career of World's Strongest Man Competitor Adrian Rollinson ,Strength
2445,Virginia Bicycling Education Association A non-profit organization which sponsors several bike tours a year including Bike Virginia. ,Cycling
1177,"Riverside Lanes A 5-pin bowling centre in New Hamburg, ON with 6 lanes. ",Bowling
6683,"Senshin Center Based in Santa Barbera. Includes class schedule, instructor's biography, club gallery and related links. ",Martial
6354,Ball State Men's Lacrosse Cardinals. Includes contact information. ,Lacrosse
7232,Rebel Racing Heads up Mustang racing in the Fun Ford Weekend and NMRA/PRO race series. ,Motorsports
1888,"Plymouth Civil Service Cricket Club Includes news, location, contacts, fixtures and results. ",Cricket
2096,"University of Minnesota University of Minnesota - Twin Cities Cycling Team. Information on rides, racing, and club news. ",Cycling
7082,"Sunny Hobbs Female Late Model driver also competing in the ARCA series. Driver profile, news, photographs, and schedule. ",Motorsports
12515,"Mora Vasaloppet Cross Country Ski Race Minnesota's Swedish-flavored race. Separate 58K and 35K courses, wooded trails, and a finish in downtown Mora. ",Winter
10709,The Tennis Zone Covers news and views involving the ATP and WTA events and includes lengthy analysis of players games. ,Tennis
10893,"North Carolina A &amp; T Tennis Aggies. News items, rosters, upcoming game schedule, results and team statistics. ",Tennis
5897,The NYR Web Ring Links to unofficial and fan sites. ,Hockey
12290,Endless Mountain Outfitters Canoe/kayak rentals and sales are offered at our location on the Susquehanna River in the Endless Mountains of Pennsylvania. ,Water
7896,Top 40 Paintball Sites Features a directory of links to manufacturers and a listing of the top 40 paintball sites by traffic and votes. ,Paintball
8126,"Pace Setters Running Club Located in Menasha with membership details, pictures, past results, newsletter, a calendar of events and sponsors. ",Running
7399,"Dave Adams Motor Racing Dirt Modified driver # 37. Includes schedule, special event information and racing links. ",Motorsports
12133,"Carnegie Lake Regatta Announcements and race results for the regatta in Princeton, New Jersey. ",Water
11277,"Texas A&amp;M University, Corpus Christi - Men's Track and Field Islanders official site with news, schedule, roster, coach list, and results. ",Track
11968,"Bryant University Includes news, schedule and results, roster, and coaching staff information. Located in Smithfield, Rhode Island. ",Volleyball
8607,"Wikipedia: Meryl Davis Information on the skater's background, education, and competitive history. ",Skating
10943,"Azusa Pacific University Men's Tennis Cougars. Roster of players, pictures, statistics, scores and coaching staff. ",Tennis
6492,Powers' Piece of the Web Powers' personal homepage with information about his lacrosse career and links. ,Lacrosse
13318,"Commando Wrestling Contains team schedule, roster, and booter information. Hendersonville High School, Hendersonville, TN. ",Wrestling
7083,Bill Richards Racing Kent based Mini racer rally team. ,Motorsports
9598,"Mid-America Intercollegiate Athletics Association Official site providing current standings, championships coverage, press releases, and player awards. ",Softball
3326,"Calgary Gladiators Fencing Club News, class information and contacts; operating in multiple locations in Calgary. ",Fencing
3944,"Psychautit University of California San Diego women's team. Description and rules of the sport, practice and tournament schedule, a photo gallery and alumni information. ",Flying
12722,"Hickory Hawks Ski Club Provides membership and ski club lodge information, skiing news, and photos from club events. ",Winter
9617,"Saint Michael's College Women's Softball Purple Knights. News items, roster, game schedule, results and statistics. ",Softball
9776,"Trevian Softball Girls fastpitch softball club, headquartered in the New Trier communities, Chicago's northern suburbs. ",Softball
6460,"Top Gun Lacrosse Camp for boys ages 8 to 18 with availability details, registration, contacts and events description. ",Lacrosse
12752,SkiTown.com Ski resort guide for the U.S. and Canada. ,Winter
13135,"X-Pac 6 Includes career history, match results, photographs, title history, and related information. ",Wrestling
4405,Stanford Cardinal News - Topix Team news continually updated from thousands of sources around the net. ,Football
821,BCCAA Basketball Official basketball web site of the British Columbia Colleges Athletics Association. Women's and men's basketball information linked from the same page. ,Basketball
12908,Wapiti Ski Hill At the Wapiti Ski Hill in Elkford BC there are short lift lines and several runs for an excellent day of family fun. ,Winter
11850,"Pacific Union College Pioneers. Contains news items, a roster, schedule, results, archived press releases, and standings. ",Volleyball
3366,"Cornell University Women's Fencing Team profiles, schedule and competition results for this team in Ithaca, New York. ",Fencing
10075,Bodybuilding Competition Guide Guide for preparing for bodybuilding competitions. Everything from diet and cardio to tanning and posing oil. ,Strength
2808,"North American Horse and Mule Loggers Offers help wanted and classified ads, and links for loggers across the country. ",Equestrian
1933,Denmark Cricket Federation Official site with tour information and other aspects of cricket in Denmark. Some portions of this site are in Danish only. ,Cricket
394,"Martin Methodist College Baseball Indians - official site includes news, schedule, rosters, and statistics. ",Baseball
11445,"Bethel College - Men's Track and Field Royal men's official site. Schedule, results, roster, coaching staff, news, school records, past season information, and links. ",Track
4431,"Macalester College Football Official site of the Scots with pictures, resultings, recruiting information and a game schedule. ",Football
10209,European Female Bodybuilders and Fitness Athletes Galleries Photographs of newcomers and professionals from Europe and Eastern Europe. ,Strength
857,"Yahoo Sports: Manhattan College Schedule, scores, standings. ",Basketball
7436,"Dodge City Raceway Provides a 3/8 mile dirt track, with a 1/6 mile asphalt track inside the 3/8. Includes schedule, driver profiles, car classes, track features, race results, news and links ",Motorsports
4510,"Scottsdale Arizona Golf Directory of sites including vacations, courses, associations, schools, tournaments, equipment, and services. ",Golf
8812,"The Great Race (1/2 Marathon) Elkhart, IN ",Skating
6155,Anderson High School Lacrosse Team Central Texas High School League. Team information and schedules. ,Lacrosse
11317,"California Community College Athletic Association: Women's Track and Field CCCAA women's official site. News, standings, statistic, and schedule. ",Track
4585,"Willow Creek Golf Club Tom Jackson designed 18-hole public course in Greer. Scorecard, photos, and news listed. ",Golf
12882,"GoneBoarding Offering snowboarding forums, product reviews and photo galleries. Based in the United Kingdom. ",Winter
7189,"Pro Vintage Racing Dedicated to keeping vintage snowmobiles racing. Race schedule, results and photos. ",Motorsports
164,Cypress College Baseball Official site of the Chargers. ,Baseball
11573,"Bowling Green State University Falcons. Contains press releases, roster, statistics, coaching staff, and pictures. ",Volleyball
7370,Racing Sports Cars Statistics for GT and Sportscar endurance races dating back to '58. Original program covers and entry lists are added to each race section. ,Motorsports
8091,"Cascade Running Club Hosts 100 mile, 50 Mile and 50K minimalist runs in Washington. Includes club information and race details. ",Running
523,"Nick Anderson Player File: Magic Check this fan site dedicated to the player's Orlando days. Find his career highs, personal information and statistics. ",Basketball
10213,"Bodybuilding Applied Information, interaction and advice on training, nutrition, message boards, pictures, and interviews. ",Strength
2287,"Otto Bock - Handbike Racing Team German handbike racing team. News, hints and tips, plus European and world handbike links. In German and English. ",Cycling
8382,"Vanguard University Women's Cross Country Lions. Season outlook, coaching staff, pictures, roster, race schedule and results. ",Running
4180,"Bills Thunder Website dedicated to die-hard fans provides history, message board, links, and photographs. ",Football
9846,"Delaware State University Official site with schedule, roster, news, and statistics for Hornet softball. ",Softball
387,"Jen's Mark Mulder Page Tons of photos of the A's star pitcher, Mark Mulder! ",Baseball
1823,"Cyprus Cricket Fixtures, rules, reports, teams, touring sides, venues, and coaching courses. ",Cricket
8471,"Glasgow Hash House Harriers Running Hare and Hounds trails every Monday in Glasgow, Scotland, since 26 August 1985. Includes a schedule of runs and contacts. ",Running
9950,"Publishers' Softball League Recreational, mixed slowpitch teams for the UK-based employees of book, newspaper and magazine publishers. ",Softball
1345,"SOC - Sports and Entertainment Include lawn bowls, indoor bowls, angling, golf and table tennis. Australia. ",Bowling
12543,SwissAm Ski Race Foundation A non-profit tax deductible corporation for the purpose of creating opportunities and enhancing financial support for youth ski racers. ,Winter
11865,"Pennsylvania State University Women's Volleyball Nittany Lions. Includes pictures, news, roster, schedule. ",Volleyball
13199,Penn State Wrestling Club The people behind the wrestlers of Penn State. ,Wrestling
8777,"Minto Ice Stars Juvenile Festival team in Ottawa, Ontario. Includes team description and contact information. ",Skating
10428,"Steroidology Features anabolic news, articles and discussion forums. ",Strength
8668,Alan West's Blade School Inline skating and roller hockey instruction in Melbourne. ,Skating
2841,"Shiloh Ranch Includes profiles of mares. Located in Marmora, Ontario. ",Equestrian
7902,"Paintball Marker Review Paintball pictures, reviews, and feedback forum. ",Paintball
12015,"Dolphin Surf School Established and professional surfing school based in Newquay, Cornwall, UK. ",Water
7017,"Ricky Craven Official site includes news, information center, fan club, and career information. ",Motorsports
9904,"University of Minnesota, Duluth Women's Softball Bulldogs. An introduction to the team, scores, game schedule, roster and a coach's profile. ",Softball
7339,"Jay's Mark Martin Fan Page Includes photos, driver profiled and links. ",Motorsports
8238,"Louisiana Tech University Official site of the Bulldog and Lady Techster cross country teams. Roster, schedule, results and news. ",Running
10654,"Gasquet, Richard: Yahoo! Groups Photographs, links, and information. ",Tennis
9480,PASS4 Soccer Provides student athletes with professional advice and best practice in finding a U.S. soccer scholarship. ,Soccer
1056,LeagueBowls.com A site specifically designed for Lawn and Crown Green Bowls League administration. ,Bowling
3820,"Disc Continuum Club Information, upcoming events, area courses, pictures, and message board. ",Flying
2621,"Hannoveraner Verband Official site featuring news, stallion directories, performance test results, membership information, and breed history. Available in German and English. ",Equestrian
12772,"WomenQuest Polar Trek a cross-country ski expedition with an all-woman team. The initiative includes a strong educational component for young women, to educate them about the benefits of independence and exercise. ",Winter
13395,"Slay, Brandon 2000 Olympic Silver Medalist from the United States. ",Wrestling
6584,"Dutch Kendo Renmei Is the official organization for Japanese Budo sports like Kendo, Jodo, and Iaido in the Netherlands. Agenda, news, links and forum. [English/Dutch] ",Martial
10380,Message Board - CAWF Chat for members of the Canadian Armwrestling Federation. ,Strength
13205,Sgt. Slaughter Official site includes biography and gallery. ,Wrestling
5426,"University of Oklahoma Women's Gymnastics NCAA Division I, Region 3. Sooners. Coverage scores, statistics, news, trivia, and chats. ",Gymnastics
13220,"USA Wrestling CT Connecticut amateur wrestling includes news, tournament schedule and information, message forum, results, bylaws, coaching tips, club list, and related links. ",Wrestling
1893,Rashid Latif Cricket Academy A non-profit cricket academy to develop young talents. ,Cricket
8335,"New York Flyers Located in New York City with membership application, related links, race listing and summaries, training information and a members-only section. ",Running
2169,"BikeLink Event calendar, commuting information, event guide, bicycle laws and safety. ",Cycling
4301,Got Saints.com Fan portal and discussion forums. ,Football
3756,"Sydney, North West Suburbs, NSW A league run by Hills Touch Football. ",Flying
9251,"Bedfordshire County FA News, cups, development, referees, officers, history and contacts. ",Soccer
5116,"Arcadia Gymnastics Team rosters, photos, coach information, meet results and schedules. ",Gymnastics
11496,"Jamestown College - Women's Track and Field Jimmie news, schedule, results, roster, coaching staff, recruiting information, facilities, hall of fame and links. ",Track
879,"Quinnipiac Men's Basketball Bobcats - official web site with news, schedule, roster, statistics. ",Basketball
12161,"Ohio Northern University Men's Swimming and Diving Polar Bears. Contains news items, roster, pictures, past results, a game schedule, and a seasonal preview. ",Water
1562,"Surrey Downs League Includes fixtures, results and club directory along with rules, history and archives. Previously the Arun Valley League. ",Cricket
6069,"Proboss Lacrosse Ontario, Canada camp with pictures, contact information, mailing list, equipment sales and schedule of events. ",Lacrosse
4994,"Ridgeview Golf Course Course open 10 months of the year without water hazards. Events, membership details, newsletters, and promotions. Kalamazoo. ",Golf
7758,"E.A.S. Team based in Ionia shows members, schedule, favorite fields and pictures. ",Paintball
11753,"Bucknell University Contains press releases, scores, statistics, pictures, roster, and a game schedule. ",Volleyball
5303,"ACROS Gymnastics, Fun &amp; Fitness Boys and girls recreational programs, training and competitive teams. Programs, special events, teams, pricing and schedule. Located in Evansville. ",Gymnastics
9329,"Wakefield District Saturday Football League Forum A message board to discuss news, players, transfers and games. ",Soccer
3134,"Fencers Club History, competition schedule, coach profiles and class descriptions for this New York City club established in 1883. ",Fencing
9056,"Milwaukee School of Engineering Men's Soccer Raiders - official site. News, schedule, results, roster, coaching staff, press releases, photo gallery, statistics. ",Soccer
6249,"C W Post Men's Lacrosse Pioneers. Includes schedule with results, roster, news, history and information on coaches. ",Lacrosse
8036,"Big South Conference Men's Cross Country News articles, links to member schools and results. ",Running
5317,"Lakeshore Academy of Artistic Gymnastics Boys and girls ecreational programs and boys competitive team. Location, classes, fees, team, and special events. Located in Chicago. ",Gymnastics
3553,"Cork University college Cork's Student team. Site contains detailed tournament reports, training info, details about Ultimate in Ireland, upcoming events, contact info, and playing strategies. ",Flying
11845,"Augustana College View schedule, results and standings, players roster, staff biographies, season outlook and image gallery. ",Volleyball
12653,Koli Ski resort and hiking center with hotel and holiday apartments. Includes maps of the slopes. ,Winter
1108,"Battlefield Lanes Includes information about specials, parties, leagues and links to other partner bowling centers ",Bowling
10458,"Lohre, Julie Provides a biography, images and nutrition information. ",Strength
6372,"New England College Men's Lacrosse Pilgrims. Includes roster, schedule, coach profile, recruiting information, photos, and results. ",Lacrosse
11471,"Rowan University - Women's Track and Field Outlook, coaching staff, news, roster, schedule, results, school records, past season information and links for Prof women's track and field. ",Track
8442,"Green Beer Hash House Harriers Hashers from all over conspiring to have a green dress Hash in Savannah on Saint Patrick's Day (March 17, 2001). ",Running
6832,"Crescendo Tai Chi Association Yang style, Chi Kung, meditation and stress management in Belgium. Courses and class schedule. [English/Dutch/French] ",Martial
6831,City Aikido and Swordsmanship of Los Angeles Aikikai style offered. Includes class schedule and contact details. ,Martial
6843,"Joe Corley American Karate A school teaching the Joe Corley system of karate providing regular classes to all ages across Metro Atlanta, Georgia. Includes dojo locations and contact details. ",Martial
6129,"Ithaca Men's Lacrosse Bombers. Includes schedule with results, roster, statistics, news and information on coaches. ",Lacrosse
360,Find A Grave - Roger Maris Pictures of the resting place of Roger Maris. ,Baseball
10310,"NABBA USA Information about the association, including codes of ethics, rules and regulations, and contest schedules. ",Strength
8794,"Chesapeake Synchronized Skating Training in Abingdon, Maryland. Includes teams, schedules, results, and contact information ",Skating
1046,"Pin Strikes Entertainment Center Bowling center in Stockbridge, GA with kid's birthday party space and cosmic bowling every week. ",Bowling
1757,"Kholvad Sports Club Executive, history, schedule, results, standings, statistics and players. Toronto and District Cricket League. ",Cricket
11544,"Chowan University Prospect questionnaire, schedule, statistics, and player profiles. ",Volleyball
10128,"Testosterone Nation Forum dedicated to bodybuilding, weight loss, exercise, and overall healthy living. Also includes extensive archive of bodybuilding articles. ",Strength
4495,Chicago Griffins R.F.C. US Premier division club. 1999 Final 8 qualifiers. ,Football
4464,"Carolina Panthers Den Fan discussion forums with team news, history and updates. Featuring an arcade, weblog and contests. ",Football
3924,"Cincinnati Ultimate Players Association Offers summer and winter leagues. Registration, field maps and directions, teams listing, and contact information. ",Flying
2024,Homepage of Theo and Gerda Kroon Includes travel stories of bicycle holidays in Europe. ,Cycling
12703,"The RPI Ski &amp; Snowboard Club Provides information about the ski club at Rensselaer Polytechnic Institute, including member benefits, equipment rental, ski trips, and other programs. ",Winter
3834,"Space Coast Ultimate Melbourne coed team. Includes pictures, videos, news items, mailing list, archives, directions and a registration form for their hat tournament. ",Flying
4094,"West Virginia Football Contains weblog, schedule and archives. ",Football
4996,"Taylor University-Upland Men's Golf Trojans - official site with match schedule with results, player roster, statistics and history of the department. ",Golf
3482,Colby Fencing Open fencing club operating out of Colby College. ,Fencing
8612,"Capital City Racing Quad and inline team from Springfield. Includes training tips, calendar of events and related links. ",Skating
9817,"Lindenwood University Softball Official site of the Lions with schedule, coaching staff and roster. ",Softball
2673,"Wild Rose Arabian Horse Association An IAHA Region 17 Arabian Horse club serving north-central Alberta with information for members on the club shows, events, meetings, and activities. ",Equestrian
6922,"Morgan Park Seigokan Based in Hoyne, Chicago. Yoshinkan style offered. Includes instructors' biographies, class schedule, related links and contact details. ",Martial
3468,"Classical Fencing Mailing List An email list (listserv) for discussing classical fencing and historical swordsmanship, including foil, ÃÂ©pÃÂ©e, sabre, smallsword, rapier, and rapier and dagger. ",Fencing
4523,"Crosswinds Golf and Country Club 18-Hole public course in north Burlington. Amenities include practice range, pro shop, and clubhouse with dining facilities. Course layout with hole descriptions and rates included. ",Golf
2914,"Canadian Percheron Association Official Canadian registry. Also offers information, links, contacts and show news. ",Equestrian
9965,"Thunder and Lightning Softball Fastpitch organization in Franklin, Massachusetts, fielding teams from 12U through 18U levels. ",Softball
2341,Diversion Video Magazine Motion picture production dedicated to representing the global flatland community. ,Cycling
5238,"The Aalsmeer Flower Cup International trampolining tournament organized every odd year in Aalsmeer, Netherlands. Includes dates, registration forms, lodging forms, and technical information about the competition. Also available are results from 1995 through the last competition. ",Gymnastics
2967,"JFF Miniature Horses Established for 30 years. Features a sales list, information, photo gallery and equestrian links. Located in Honesdale. ",Equestrian
9187,"Marching On Together A forum with general chat, game reports, photographs, jokes, and a caption competition. ",Soccer
8842,"Skate Canada - Alberta-NWT/Nunavut Synchronized Skating Includes events, manuals, forms, courses and clinics. ",Skating
9524,"Eastern University Women's Softball Eagles. Scores, team description, roster of players, statistics and pictures. ",Softball
12637,Nick Walters Snowboarder Skateboarder Details the competition results of a young rider. ,Winter
4784,Teaching Golf Online Instructional program delivered via e-mail. Includes demonstration and details of swing analysis service. ,Golf
5991,"Pawtucket Youth Hockey Association Youth hockey program with 300 USA hockey players offering learn to skate through midget programs located in Pawtucket, Rhode Island. ",Hockey
5183,"Utah State Women's Gymnastics NCAA Division I, Region 2. Aggies meet the team, news/statistics, schedules/results, and archives. ",Gymnastics
5340,"USA Youth Fitness Center Gymnastics, dance and cheer programs. Team, individual, recreational and preschool gymnastics classes. Located in Gilbert, AZ. ",Gymnastics
7889,"Explicit Pictures, tips, and directions to local fields are provided, as well as promotional items with the official team logo. ",Paintball
10520,"Manhattan College Men's Tennis Jaspers. Team picture, past results, schedule of games, roster and statistics. ",Tennis
5788,"Lunds LHK Nayan Men's, women's and junior teams based in Lund. ",Hockey
6942,"Manchester School of Tae Kwon Do Includes ITF forms, testing, school location, and general information. ",Martial
9765,"San Francisco State University Women's Softball Gators. Press releases, scores, statistics, roster and game schedule. ",Softball
8527,"Emerald Mystique Synchronized Skating Representing the Kingsgate Figure Skating Club of Kirkland, Washington. Includes teams, coaches, photos, links and contact information. ",Skating
9849,"Mississippi College Women's Softball Choctaws. Press releases, history of the team, player profiles, pictures and game results. ",Softball
9782,"Valparaiso University Official site with roster, schedules, news and statistics for Crusader softball ",Softball
8580,The American Skaters Webring An Internet hub for sites by and about United States figure skaters. ,Skating
3305,"Northwestern University Fencing Schedule, team roster, news, past results and pictures. ",Fencing
260,CNN/SI - Barry Bonds Profile and statistics. ,Baseball
1286,"Callingwood Lanes A bowling centre in Edmonton, offering birthday party packages and lists information about its leagues and statistics. ",Bowling
12256,"Oregon Swimming Inc. Governing body for competitive swimming in Oregon, except Malheur County, and also includes Clark, Cowlitz, Skamania and the western portion of Klickitat county of SW Washington. Includes news, updates, meet results, officials, competition, coaches, administration, times, and club list. ",Water
13092,"A Twist Of Fate Fan site includes original pictures of the Al Snow, Hardy Boyz, The Rock, and other WWF personalities. Also includes news. ",Wrestling
4141,"Leinsterfans.com Supporters site. Offering fixtures and results, news, profiles and videos. ",Football
9600,Independent Softball Association Softball organization that sponsors fastpitch tournaments and a world series. ,Softball
9249,Soccer Tricks Exclusive Offers tutorials and videos to learn soccer tricks. ,Soccer
61,"University of Science and Arts (Oklahoma) Drovers Official site with news, schedule, roster and statistics. ",Baseball
190,"Philaphans Daily game recaps, box scores, transactions and feature articles. Also includes a message board. ",Baseball
6649,"San Diego CHA-3 Kenpo Karate Association Details about the instructors, classes and students of this school. Also has a public calendar available. ",Martial
2713,"Drouin Pony Club Official Home of the Drouin Pony Club. Contains details of the club, photographs, results, newsletters, and a calendar of events. ",Equestrian
8562,"Just Keep It Rolling Aggressive blading pictures, reviews, news, links, chatroom, guestbook from the UK. ",Skating
10497,"Kreider, Rob Includes biography, contest history and personal training. ",Strength
11977,"University of North Dakota View the teams results, season schedule, players and coaching staff. Features a home page update information form to keep up with the latest news. ",Volleyball
11383,"Colonial Athletic Association - Women's Track and Field Official site includes news, team links, and past season information. ",Track
8623,"Triglav Skating Trophy 2008 Figure skating competition held April 3-5,2008 in Slovenia including senior,junior and novice singles skating. ",Skating
6547,"Sunny Tang Martial Arts Centre Teaching Wing Chun (Ving Tsun), Tai Chi and Wushu. Locations and class schedules, history, photographs, supplies, news and links. [Ontario, Canada] ",Martial
4321,"Norway - Stavanger Rugby Klubb Includes fixtures, statistics, photographs and events. ",Football
2194,"Tel Aviv Bicycle Association Encourages cycling in Tel Aviv including a network of safe cycling routes, cycling awareness and safety. ",Cycling
5689,"Wikipedia: Grant Fuhr Retired NHL goalie from Canada, includes career information, statistics, awards, photograph, and biography. ",Hockey
5764,"Atlanta Thrashers Women's Hockey Located in Atlanta, Georgia. Site provides information such as team pictures, player statistics, links, game results, and how to join the team. ",Hockey
8792,"Lambiel, StÃÂ©phane Official website of this Swiss athlete. Trilingual en/fr/de. ",Skating
9391,"Burnley GSOB Supplementary Team photographs, club literature, and online forms. ",Soccer
3161,"Arizona Fencing Center Club logistics, tournament and event calendar and coach biographies. Located in Mesa. ",Fencing
10731,"University Of Findlay Women's Tennis Oilers. Team schedule, roster, and coaching information. [Requires Flash] ",Tennis
5645,"Ohio State University Women's Ice Hockey Official site of the Buckeyes includes roster, news, statistics, schedule, and coaches profiles. ",Hockey
7355,"F1 UK A definitive guide to everything F1 including a huge database of drivers, and past season reviews. ",Motorsports
2481,"CycleUtah.Com News, Results, and information concerning cycling in Utah. ",Cycling
11488,"Kansas Collegiate Athletic Conference - Men's Track and Field Provides news, schedule, results, and related links. ",Track
